sample_id,expected_material,expected_material_cn,qc_result,grade,defect,disposition,surface_state,red_blue_ratio,nir_mean_800_1000,notes
qc_silver_fail_ox_0042,silver,白银,fail,C,oxidation,reject,oxidized,1.53,0.4091,标称白银，表面氧化严重
qc_silver_pass_0065,silver,白银,pass,B,none,release,polished,1.05,0.9429,标称白银饰品，产线质检 ROI
qc_silver_pass_0085,silver,白银,pass,A,none,release,polished,1.04,0.9446,标称白银饰品，产线质检 ROI
qc_silver_fail_ox_0038,silver,白银,fail,C,oxidation,reject,oxidized,1.65,0.3898,标称白银，表面氧化严重
qc_silver_fail_plating_0008,silver,白银,fail,C,plating_risk,quarantine,tarnished,1.5,0.8939,标称白银，疑似镀金/镀银
qc_silver_fail_mismatch_0025,silver,白银,fail,C,material_mismatch,reject,polished,2.3,0.8924,标称白银，材质严重不符
qc_silver_fail_ox_0017,silver,白银,fail,C,oxidation,reject,oxidized,1.64,0.4013,标称白银，表面氧化严重
qc_silver_fail_ox_0053,silver,白银,fail,C,oxidation,reject,oxidized,1.65,0.4083,标称白银，表面氧化严重
qc_gold_fail_ox_0012,gold,黄金,fail,C,oxidation,reject,oxidized,1.41,0.3541,标称黄金，表面氧化发黑
qc_silver_recheck_0041,silver,白银,recheck,C,none,recheck,polished,1.01,0.9079,标称白银，光谱指标边界偏离
qc_silver_pass_0050,silver,白银,pass,B,none,release,brushed,1.0,0.9523,标称白银饰品，产线质检 ROI
qc_silver_pass_0145,silver,白银,pass,A,none,release,brushed,1.04,0.9462,标称白银饰品，产线质检 ROI
qc_gold_fail_ox_0039,gold,黄金,fail,C,oxidation,reject,oxidized,1.57,0.3965,标称黄金，表面氧化发黑
qc_silver_pass_0082,silver,白银,pass,B,none,release,polished,1.06,0.9355,标称白银饰品，产线质检 ROI
qc_silver_pass_0112,silver,白银,pass,B,none,release,brushed,1.03,0.9388,标称白银饰品，产线质检 ROI
qc_gold_fail_contam_0031,gold,黄金,fail,C,contamination,quarantine,contaminated,1.21,0.6587,标称黄金，表面污染
qc_gold_pass_0141,gold,黄金,pass,B,none,release,polished,2.0,0.935,标称黄金饰品，产线质检 ROI
qc_silver_fail_mismatch_0016,silver,白银,fail,C,material_mismatch,reject,polished,1.14,0.9,标称白银，材质严重不符
qc_gold_fail_contam_0040,gold,黄金,fail,C,contamination,quarantine,contaminated,1.28,0.6543,标称黄金，表面污染
qc_silver_fail_ox_0027,silver,白银,fail,C,oxidation,reject,oxidized,1.44,0.4004,标称白银，表面氧化严重
qc_gold_recheck_nir_0029,gold,黄金,recheck,C,none,recheck,brushed,2.13,0.8699,标称黄金，近红外反射略低，边界样本
qc_silver_fail_ox_0022,silver,白银,fail,C,oxidation,reject,oxidized,1.36,0.3997,标称白银，表面氧化严重
qc_silver_fail_ox_0061,silver,白银,fail,C,oxidation,reject,oxidized,1.26,0.3785,标称白银，表面氧化严重
qc_gold_fail_plating_0029,gold,黄金,fail,C,plating_risk,quarantine,tarnished,1.47,0.8825,标称黄金，疑似镀金/镀银
qc_silver_fail_contam_0030,silver,白银,fail,C,contamination,quarantine,contaminated,1.19,0.6704,标称白银，表面污染
qc_gold_fail_ox_0034,gold,黄金,fail,C,oxidation,reject,oxidized,1.38,0.3719,标称黄金，表面氧化发黑
qc_gold_fail_mismatch_0050,gold,黄金,fail,C,material_mismatch,reject,polished,2.42,0.9044,标称黄金，材质严重不符
qc_silver_pass_0084,silver,白银,pass,A,none,release,brushed,1.04,0.9439,标称白银饰品，产线质检 ROI
qc_gold_pass_0169,gold,黄金,pass,B,none,release,polished,2.03,0.9294,标称黄金饰品，产线质检 ROI
qc_gold_pass_0091,gold,黄金,pass,B,none,release,brushed,2.03,0.9459,标称黄金饰品，产线质检 ROI
qc_silver_pass_0148,silver,白银,pass,B,none,release,polished,1.0,0.9384,标称白银饰品，产线质检 ROI
qc_silver_pass_0077,silver,白银,pass,B,none,release,polished,1.03,0.9391,标称白银饰品，产线质检 ROI
qc_gold_pass_0139,gold,黄金,pass,B,none,release,brushed,1.99,0.9331,标称黄金饰品，产线质检 ROI
qc_silver_recheck_0048,silver,白银,recheck,C,none,recheck,polished,1.07,0.8935,标称白银，光谱指标边界偏离
qc_silver_pass_0033,silver,白银,pass,A,none,release,brushed,1.04,0.9484,标称白银饰品，产线质检 ROI
qc_gold_fail_ox_0008,gold,黄金,fail,C,oxidation,reject,oxidized,1.38,0.4141,标称黄金，表面氧化发黑
qc_gold_pass_0129,gold,黄金,pass,B,none,release,polished,2.2,0.9381,标称黄金饰品，产线质检 ROI
qc_gold_pass_0001,gold,黄金,pass,A,none,release,brushed,2.05,0.9418,标称黄金饰品，产线质检 ROI
qc_gold_fail_ox_0030,gold,黄金,fail,C,oxidation,reject,oxidized,1.54,0.3952,标称黄金，表面氧化发黑
qc_gold_recheck_copper_0035,gold,黄金,recheck,C,material_mismatch,recheck,polished,2.18,0.8987,标称黄金，光谱疑似铜色替代
qc_silver_fail_mismatch_0046,silver,白银,fail,C,material_mismatch,reject,polished,2.21,0.9072,标称白银，材质严重不符
qc_gold_fail_mismatch_0041,gold,黄金,fail,C,material_mismatch,reject,polished,1.17,0.8877,标称黄金，材质严重不符
qc_gold_recheck_copper_0061,gold,黄金,recheck,C,material_mismatch,recheck,polished,2.28,0.8992,标称黄金，光谱疑似铜色替代
qc_gold_fail_plating_0042,gold,黄金,fail,C,plating_risk,quarantine,tarnished,1.39,0.8904,标称黄金，疑似镀金/镀银
qc_silver_fail_mismatch_0044,silver,白银,fail,C,material_mismatch,reject,polished,1.12,0.8999,标称白银，材质严重不符
qc_silver_pass_0154,silver,白银,pass,B,none,release,brushed,1.01,0.9421,标称白银饰品，产线质检 ROI
qc_gold_fail_plating_0040,gold,黄金,fail,C,plating_risk,quarantine,tarnished,1.37,0.8865,标称黄金，疑似镀金/镀银
qc_silver_fail_contam_0003,silver,白银,fail,C,contamination,quarantine,contaminated,1.24,0.6731,标称白银，表面污染
qc_gold_recheck_nir_0038,gold,黄金,recheck,C,none,recheck,polished,1.99,0.8824,标称黄金，近红外反射略低，边界样本
qc_gold_recheck_copper_0017,gold,黄金,recheck,C,material_mismatch,recheck,polished,2.42,0.8858,标称黄金，光谱疑似铜色替代
qc_silver_fail_ox_0041,silver,白银,fail,C,oxidation,reject,oxidized,1.52,0.4061,标称白银，表面氧化严重
qc_gold_recheck_nir_0048,gold,黄金,recheck,C,none,recheck,brushed,1.91,0.8777,标称黄金，近红外反射略低，边界样本
qc_gold_recheck_nir_0025,gold,黄金,recheck,C,none,recheck,polished,2.07,0.8979,标称黄金，近红外反射略低，边界样本
qc_silver_fail_plating_0023,silver,白银,fail,C,plating_risk,quarantine,tarnished,1.36,0.8949,标称白银，疑似镀金/镀银
qc_silver_pass_0122,silver,白银,pass,A,none,release,brushed,1.02,0.9535,标称白银饰品，产线质检 ROI
qc_gold_pass_0005,gold,黄金,pass,A,none,release,brushed,2.08,0.9317,标称黄金饰品，产线质检 ROI
qc_silver_pass_0116,silver,白银,pass,A,none,release,polished,1.04,0.9468,标称白银饰品，产线质检 ROI
qc_silver_pass_0132,silver,白银,pass,A,none,release,brushed,1.04,0.9475,标称白银饰品，产线质检 ROI
qc_silver_recheck_0035,silver,白银,recheck,C,none,recheck,polished,1.11,0.9121,标称白银，光谱指标边界偏离
qc_silver_pass_0045,silver,白银,pass,A,none,release,polished,1.04,0.9433,标称白银饰品，产线质检 ROI
qc_gold_pass_0103,gold,黄金,pass,A,none,release,polished,2.13,0.9412,标称黄金饰品，产线质检 ROI
qc_silver_pass_0027,silver,白银,pass,B,none,release,brushed,1.05,0.9443,标称白银饰品，产线质检 ROI
qc_silver_recheck_0024,silver,白银,recheck,C,none,recheck,polished,1.11,0.8946,标称白银，光谱指标边界偏离
qc_gold_pass_0086,gold,黄金,pass,A,none,release,polished,2.1,0.938,标称黄金饰品，产线质检 ROI
qc_gold_recheck_nir_0037,gold,黄金,recheck,C,none,recheck,polished,2.04,0.8842,标称黄金，近红外反射略低，边界样本
qc_gold_pass_0120,gold,黄金,pass,A,none,release,polished,2.08,0.9316,标称黄金饰品，产线质检 ROI
qc_silver_recheck_0026,silver,白银,recheck,C,none,recheck,polished,0.93,0.9033,标称白银，光谱指标边界偏离
qc_silver_fail_ox_0058,silver,白银,fail,C,oxidation,reject,oxidized,1.75,0.4207,标称白银，表面氧化严重
qc_gold_pass_0075,gold,黄金,pass,A,none,release,brushed,2.08,0.9354,标称黄金饰品，产线质检 ROI
qc_silver_pass_0151,silver,白银,pass,B,none,release,polished,1.05,0.9414,标称白银饰品，产线质检 ROI
qc_gold_pass_0053,gold,黄金,pass,B,none,release,brushed,2.2,0.9348,标称黄金饰品，产线质检 ROI
qc_silver_fail_mismatch_0018,silver,白银,fail,C,material_mismatch,reject,polished,2.18,0.9026,标称白银，材质严重不符
qc_gold_fail_mismatch_0022,gold,黄金,fail,C,material_mismatch,reject,polished,1.13,0.8703,标称黄金，材质严重不符
qc_gold_fail_ox_0020,gold,黄金,fail,C,oxidation,reject,oxidized,1.21,0.3875,标称黄金，表面氧化发黑
qc_silver_pass_0074,silver,白银,pass,A,none,release,brushed,1.02,0.9512,标称白银饰品，产线质检 ROI
qc_silver_fail_ox_0031,silver,白银,fail,C,oxidation,reject,oxidized,1.4,0.4016,标称白银，表面氧化严重
qc_silver_pass_0037,silver,白银,pass,B,none,release,polished,1.04,0.9371,标称白银饰品，产线质检 ROI
qc_gold_pass_0063,gold,黄金,pass,B,none,release,polished,2.19,0.9435,标称黄金饰品，产线质检 ROI
qc_gold_fail_ox_0029,gold,黄金,fail,C,oxidation,reject,oxidized,1.68,0.3575,标称黄金，表面氧化发黑
qc_gold_fail_plating_0028,gold,黄金,fail,C,plating_risk,quarantine,tarnished,1.4,0.8824,标称黄金，疑似镀金/镀银
qc_gold_pass_0066,gold,黄金,pass,A,none,release,brushed,2.15,0.9424,标称黄金饰品，产线质检 ROI
qc_silver_pass_0019,silver,白银,pass,B,none,release,polished,1.05,0.9486,标称白银饰品，产线质检 ROI
qc_silver_fail_plating_0045,silver,白银,fail,C,plating_risk,quarantine,tarnished,1.42,0.871,标称白银，疑似镀金/镀银
qc_silver_fail_ox_0060,silver,白银,fail,C,oxidation,reject,oxidized,1.53,0.4087,标称白银，表面氧化严重
qc_silver_pass_0097,silver,白银,pass,B,none,release,brushed,1.05,0.9453,标称白银饰品，产线质检 ROI
qc_gold_pass_0042,gold,黄金,pass,B,none,release,brushed,2.16,0.9363,标称黄金饰品，产线质检 ROI
qc_silver_fail_plating_0015,silver,白银,fail,C,plating_risk,quarantine,tarnished,1.36,0.8718,标称白银，疑似镀金/镀银
qc_silver_recheck_0004,silver,白银,recheck,C,none,recheck,polished,0.99,0.9022,标称白银，光谱指标边界偏离
qc_silver_fail_ox_0052,silver,白银,fail,C,oxidation,reject,oxidized,1.28,0.4025,标称白银，表面氧化严重
qc_silver_fail_contam_0055,silver,白银,fail,C,contamination,quarantine,contaminated,1.22,0.6771,标称白银，表面污染
qc_silver_pass_0012,silver,白银,pass,A,none,release,brushed,1.04,0.9401,标称白银饰品，产线质检 ROI
qc_silver_pass_0087,silver,白银,pass,A,none,release,polished,1.02,0.9466,标称白银饰品，产线质检 ROI
qc_gold_fail_contam_0020,gold,黄金,fail,C,contamination,quarantine,contaminated,1.17,0.6567,标称黄金，表面污染
qc_silver_pass_0078,silver,白银,pass,A,none,release,polished,1.02,0.9455,标称白银饰品，产线质检 ROI
qc_gold_fail_ox_0014,gold,黄金,fail,C,oxidation,reject,oxidized,1.29,0.4195,标称黄金，表面氧化发黑
qc_gold_recheck_nir_0042,gold,黄金,recheck,C,none,recheck,polished,1.9,0.884,标称黄金，近红外反射略低，边界样本
qc_gold_pass_0058,gold,黄金,pass,A,none,release,polished,2.14,0.9287,标称黄金饰品，产线质检 ROI
qc_gold_pass_0082,gold,黄金,pass,A,none,release,brushed,2.14,0.9312,标称黄金饰品，产线质检 ROI
qc_silver_fail_contam_0059,silver,白银,fail,C,contamination,quarantine,contaminated,1.28,0.6567,标称白银，表面污染
qc_silver_fail_ox_0036,silver,白银,fail,C,oxidation,reject,oxidized,1.51,0.4094,标称白银，表面氧化严重
qc_silver_pass_0102,silver,白银,pass,B,none,release,polished,1.06,0.9525,标称白银饰品，产线质检 ROI
qc_gold_pass_0069,gold,黄金,pass,A,none,release,brushed,2.11,0.9375,标称黄金饰品，产线质检 ROI
qc_silver_fail_ox_0008,silver,白银,fail,C,oxidation,reject,oxidized,1.54,0.4036,标称白银，表面氧化严重
qc_silver_fail_contam_0024,silver,白银,fail,C,contamination,quarantine,contaminated,1.24,0.6794,标称白银，表面污染
qc_gold_pass_0102,gold,黄金,pass,A,none,release,polished,2.1,0.9379,标称黄金饰品，产线质检 ROI
qc_gold_recheck_copper_0057,gold,黄金,recheck,C,material_mismatch,recheck,polished,2.11,0.8987,标称黄金，光谱疑似铜色替代
qc_silver_fail_plating_0003,silver,白银,fail,C,plating_risk,quarantine,tarnished,1.5,0.8981,标称白银，疑似镀金/镀银
qc_gold_fail_ox_0024,gold,黄金,fail,C,oxidation,reject,oxidized,1.55,0.4352,标称黄金，表面氧化发黑
qc_silver_pass_0032,silver,白银,pass,A,none,release,polished,1.03,0.9478,标称白银饰品，产线质检 ROI
qc_silver_fail_mismatch_0008,silver,白银,fail,C,material_mismatch,reject,polished,1.05,0.881,标称白银，材质严重不符
qc_silver_fail_ox_0025,silver,白银,fail,C,oxidation,reject,oxidized,1.41,0.3922,标称白银，表面氧化严重
qc_gold_fail_ox_0026,gold,黄金,fail,C,oxidation,reject,oxidized,1.31,0.3773,标称黄金，表面氧化发黑
qc_gold_fail_plating_0021,gold,黄金,fail,C,plating_risk,quarantine,tarnished,1.45,0.8849,标称黄金，疑似镀金/镀银
qc_silver_recheck_0047,silver,白银,recheck,C,none,recheck,polished,1.04,0.916,标称白银，光谱指标边界偏离
qc_gold_recheck_copper_0014,gold,黄金,recheck,C,material_mismatch,recheck,polished,2.12,0.8946,标称黄金，光谱疑似铜色替代
qc_silver_pass_0026,silver,白银,pass,A,none,release,polished,1.04,0.941,标称白银饰品，产线质检 ROI
qc_gold_pass_0123,gold,黄金,pass,A,none,release,polished,2.15,0.9448,标称黄金饰品，产线质检 ROI
qc_silver_pass_0109,silver,白银,pass,A,none,release,polished,1.03,0.9422,标称白银饰品，产线质检 ROI
qc_gold_pass_0154,gold,黄金,pass,A,none,release,polished,2.05,0.937,标称黄金饰品，产线质检 ROI
qc_silver_fail_mismatch_0007,silver,白银,fail,C,material_mismatch,reject,polished,1.1,0.8877,标称白银，材质严重不符
qc_gold_fail_plating_0024,gold,黄金,fail,C,plating_risk,quarantine,tarnished,1.41,0.893,标称黄金，疑似镀金/镀银
qc_silver_pass_0141,silver,白银,pass,B,none,release,polished,1.01,0.9477,标称白银饰品，产线质检 ROI
qc_gold_fail_mismatch_0036,gold,黄金,fail,C,material_mismatch,reject,polished,1.08,0.8907,标称黄金，材质严重不符
qc_silver_fail_contam_0018,silver,白银,fail,C,contamination,quarantine,contaminated,1.29,0.6627,标称白银，表面污染
qc_gold_fail_plating_0026,gold,黄金,fail,C,plating_risk,quarantine,tarnished,1.42,0.8775,标称黄金，疑似镀金/镀银
qc_gold_pass_0015,gold,黄金,pass,A,none,release,brushed,2.13,0.9374,标称黄金饰品，产线质检 ROI
qc_gold_recheck_copper_0037,gold,黄金,recheck,C,material_mismatch,recheck,polished,1.99,0.9042,标称黄金，光谱疑似铜色替代
qc_silver_recheck_0032,silver,白银,recheck,C,none,recheck,polished,1.08,0.9108,标称白银，光谱指标边界偏离
qc_gold_fail_plating_0032,gold,黄金,fail,C,plating_risk,quarantine,tarnished,1.33,0.8728,标称黄金，疑似镀金/镀银
qc_silver_recheck_0030,silver,白银,recheck,C,none,recheck,polished,1.08,0.9163,标称白银，光谱指标边界偏离
qc_silver_fail_ox_0026,silver,白银,fail,C,oxidation,reject,oxidized,1.72,0.4016,标称白银，表面氧化严重
qc_silver_fail_contam_0034,silver,白银,fail,C,contamination,quarantine,contaminated,1.21,0.6589,标称白银，表面污染
qc_silver_recheck_0033,silver,白银,recheck,C,none,recheck,polished,1.07,0.897,标称白银，光谱指标边界偏离
qc_gold_recheck_copper_0036,gold,黄金,recheck,C,material_mismatch,recheck,polished,2.09,0.8882,标称黄金，光谱疑似铜色替代
qc_gold_recheck_copper_0032,gold,黄金,recheck,C,material_mismatch,recheck,polished,2.18,0.8957,标称黄金，光谱疑似铜色替代
qc_silver_fail_ox_0024,silver,白银,fail,C,oxidation,reject,oxidized,1.29,0.4017,标称白银，表面氧化严重
qc_silver_pass_0146,silver,白银,pass,A,none,release,polished,1.02,0.9468,标称白银饰品，产线质检 ROI
qc_silver_fail_ox_0002,silver,白银,fail,C,oxidation,reject,oxidized,1.58,0.4083,标称白银，表面氧化严重
qc_gold_pass_0160,gold,黄金,pass,A,none,release,polished,2.09,0.9386,标称黄金饰品，产线质检 ROI
qc_gold_recheck_copper_0001,gold,黄金,recheck,C,material_mismatch,recheck,polished,2.14,0.891,标称黄金，光谱疑似铜色替代
qc_gold_pass_0175,gold,黄金,pass,B,none,release,polished,2.17,0.9458,标称黄金饰品，产线质检 ROI
qc_silver_recheck_0025,silver,白银,recheck,C,none,recheck,polished,1.04,0.9146,标称白银，光谱指标边界偏离
qc_gold_recheck_copper_0064,gold,黄金,recheck,C,material_mismatch,recheck,polished,2.26,0.903,标称黄金，光谱疑似铜色替代
qc_silver_fail_ox_0018,silver,白银,fail,C,oxidation,reject,oxidized,1.46,0.3912,标称白银，表面氧化严重
qc_silver_fail_ox_0009,silver,白银,fail,C,oxidation,reject,oxidized,1.26,0.3938,标称白银，表面氧化严重
qc_silver_fail_contam_0047,silver,白银,fail,C,contamination,quarantine,contaminated,1.22,0.6669,标称白银，表面污染
qc_silver_pass_0090,silver,白银,pass,A,none,release,polished,1.04,0.9487,标称白银饰品，产线质检 ROI
qc_gold_pass_0013,gold,黄金,pass,B,none,release,polished,1.99,0.9394,标称黄金饰品，产线质检 ROI
qc_gold_fail_ox_0023,gold,黄金,fail,C,oxidation,reject,oxidized,1.33,0.3537,标称黄金，表面氧化发黑
qc_gold_fail_contam_0007,gold,黄金,fail,C,contamination,quarantine,contaminated,1.22,0.6719,标称黄金，表面污染
qc_silver_pass_0135,silver,白银,pass,A,none,release,brushed,1.02,0.9442,标称白银饰品，产线质检 ROI
qc_gold_fail_ox_0022,gold,黄金,fail,C,oxidation,reject,oxidized,1.52,0.3951,标称黄金，表面氧化发黑
qc_silver_pass_0041,silver,白银,pass,A,none,release,brushed,1.02,0.9443,标称白银饰品，产线质检 ROI
qc_gold_pass_0029,gold,黄金,pass,A,none,release,polished,2.08,0.9497,标称黄金饰品，产线质检 ROI
qc_silver_pass_0058,silver,白银,pass,B,none,release,polished,1.01,0.9476,标称白银饰品，产线质检 ROI
qc_silver_pass_0088,silver,白银,pass,B,none,release,brushed,1.0,0.9512,标称白银饰品，产线质检 ROI
qc_gold_recheck_copper_0042,gold,黄金,recheck,C,material_mismatch,recheck,polished,2.11,0.8767,标称黄金，光谱疑似铜色替代
qc_silver_fail_contam_0050,silver,白银,fail,C,contamination,quarantine,contaminated,1.19,0.6689,标称白银，表面污染
qc_gold_pass_0151,gold,黄金,pass,A,none,release,polished,2.04,0.9362,标称黄金饰品，产线质检 ROI
qc_gold_pass_0132,gold,黄金,pass,A,none,release,polished,2.14,0.9286,标称黄金饰品，产线质检 ROI
qc_gold_pass_0159,gold,黄金,pass,A,none,release,brushed,2.13,0.9269,标称黄金饰品，产线质检 ROI
qc_silver_pass_0126,silver,白银,pass,A,none,release,brushed,1.03,0.9415,标称白银饰品，产线质检 ROI
qc_gold_fail_contam_0043,gold,黄金,fail,C,contamination,quarantine,contaminated,1.2,0.6637,标称黄金，表面污染
qc_silver_recheck_0023,silver,白银,recheck,C,none,recheck,polished,1.0,0.8971,标称白银，光谱指标边界偏离
qc_silver_pass_0137,silver,白银,pass,A,none,release,brushed,1.03,0.9465,标称白银饰品，产线质检 ROI
qc_silver_fail_contam_0012,silver,白银,fail,C,contamination,quarantine,contaminated,1.24,0.6528,标称白银，表面污染
qc_gold_pass_0163,gold,黄金,pass,A,none,release,brushed,2.14,0.9337,标称黄金饰品，产线质检 ROI
qc_silver_pass_0139,silver,白银,pass,B,none,release,polished,1.05,0.9523,标称白银饰品，产线质检 ROI
qc_silver_pass_0123,silver,白银,pass,A,none,release,polished,1.03,0.9471,标称白银饰品，产线质检 ROI
qc_gold_fail_mismatch_0049,gold,黄金,fail,C,material_mismatch,reject,polished,2.28,0.9008,标称黄金，材质严重不符
qc_gold_fail_ox_0002,gold,黄金,fail,C,oxidation,reject,oxidized,1.41,0.3565,标称黄金，表面氧化发黑
qc_gold_fail_plating_0044,gold,黄金,fail,C,plating_risk,quarantine,tarnished,1.39,0.8867,标称黄金，疑似镀金/镀银
qc_silver_pass_0051,silver,白银,pass,A,none,release,brushed,1.04,0.943,标称白银饰品，产线质检 ROI
qc_gold_pass_0027,gold,黄金,pass,A,none,release,brushed,2.14,0.9393,标称黄金饰品，产线质检 ROI
qc_gold_fail_mismatch_0056,gold,黄金,fail,C,material_mismatch,reject,polished,2.51,0.8899,标称黄金，材质严重不符
qc_silver_fail_ox_0023,silver,白银,fail,C,oxidation,reject,oxidized,1.45,0.3968,标称白银，表面氧化严重
qc_gold_pass_0152,gold,黄金,pass,A,none,release,polished,2.04,0.9325,标称黄金饰品，产线质检 ROI
qc_gold_pass_0144,gold,黄金,pass,A,none,release,brushed,2.04,0.9425,标称黄金饰品，产线质检 ROI
qc_gold_pass_0037,gold,黄金,pass,B,none,release,polished,2.25,0.9236,标称黄金饰品，产线质检 ROI
qc_gold_fail_ox_0033,gold,黄金,fail,C,oxidation,reject,oxidized,1.48,0.3796,标称黄金，表面氧化发黑
qc_silver_pass_0106,silver,白银,pass,B,none,release,polished,1.05,0.9419,标称白银饰品，产线质检 ROI
qc_gold_fail_ox_0006,gold,黄金,fail,C,oxidation,reject,oxidized,1.71,0.4043,标称黄金，表面氧化发黑
qc_silver_pass_0089,silver,白银,pass,B,none,release,brushed,1.02,0.9396,标称白银饰品，产线质检 ROI
qc_gold_recheck_nir_0046,gold,黄金,recheck,C,none,recheck,brushed,2.06,0.864,标称黄金，近红外反射略低，边界样本
qc_silver_pass_0163,silver,白银,pass,B,none,release,polished,1.06,0.9499,标称白银饰品，产线质检 ROI
qc_gold_recheck_nir_0040,gold,黄金,recheck,C,none,recheck,brushed,2.05,0.8762,标称黄金，近红外反射略低，边界样本
qc_silver_pass_0127,silver,白银,pass,B,none,release,brushed,1.06,0.9398,标称白银饰品，产线质检 ROI
qc_silver_pass_0175,silver,白银,pass,B,none,release,brushed,1.05,0.953,标称白银饰品，产线质检 ROI
qc_silver_fail_contam_0060,silver,白银,fail,C,contamination,quarantine,contaminated,1.2,0.6595,标称白银，表面污染
qc_silver_fail_plating_0007,silver,白银,fail,C,plating_risk,quarantine,tarnished,1.41,0.8931,标称白银，疑似镀金/镀银
qc_silver_recheck_0040,silver,白银,recheck,C,none,recheck,polished,1.02,0.8936,标称白银，光谱指标边界偏离
qc_silver_recheck_0006,silver,白银,recheck,C,none,recheck,polished,1.02,0.8942,标称白银，光谱指标边界偏离
qc_gold_pass_0076,gold,黄金,pass,A,none,release,polished,2.11,0.9387,标称黄金饰品，产线质检 ROI
qc_silver_pass_0162,silver,白银,pass,A,none,release,brushed,1.03,0.9465,标称白银饰品，产线质检 ROI
qc_gold_pass_0100,gold,黄金,pass,B,none,release,polished,1.95,0.9337,标称黄金饰品，产线质检 ROI
qc_silver_pass_0095,silver,白银,pass,B,none,release,brushed,1.09,0.9441,标称白银饰品，产线质检 ROI
qc_silver_pass_0040,silver,白银,pass,A,none,release,polished,1.04,0.9441,标称白银饰品，产线质检 ROI
qc_silver_recheck_0031,silver,白银,recheck,C,none,recheck,polished,1.01,0.8995,标称白银，光谱指标边界偏离
qc_silver_pass_0073,silver,白银,pass,B,none,release,polished,1.06,0.9598,标称白银饰品，产线质检 ROI
qc_gold_pass_0146,gold,黄金,pass,A,none,release,brushed,2.09,0.9323,标称黄金饰品，产线质检 ROI
qc_silver_pass_0172,silver,白银,pass,B,none,release,polished,1.05,0.9415,标称白银饰品，产线质检 ROI
qc_gold_recheck_nir_0007,gold,黄金,recheck,C,none,recheck,polished,2.04,0.8697,标称黄金，近红外反射略低，边界样本
qc_gold_recheck_copper_0024,gold,黄金,recheck,C,material_mismatch,recheck,polished,2.36,0.894,标称黄金，光谱疑似铜色替代
qc_gold_pass_0174,gold,黄金,pass,A,none,release,brushed,2.05,0.9297,标称黄金饰品，产线质检 ROI
qc_gold_pass_0115,gold,黄金,pass,B,none,release,brushed,2.21,0.9288,标称黄金饰品，产线质检 ROI
qc_gold_fail_ox_0018,gold,黄金,fail,C,oxidation,reject,oxidized,1.21,0.3991,标称黄金，表面氧化发黑
qc_silver_pass_0093,silver,白银,pass,A,none,release,polished,1.02,0.9458,标称白银饰品，产线质检 ROI
qc_gold_pass_0150,gold,黄金,pass,A,none,release,brushed,2.09,0.9248,标称黄金饰品，产线质检 ROI
qc_gold_pass_0107,gold,黄金,pass,A,none,release,polished,2.11,0.9321,标称黄金饰品，产线质检 ROI
qc_gold_pass_0128,gold,黄金,pass,A,none,release,brushed,2.12,0.9257,标称黄金饰品，产线质检 ROI
qc_gold_recheck_nir_0023,gold,黄金,recheck,C,none,recheck,brushed,2.09,0.8917,标称黄金，近红外反射略低，边界样本
qc_gold_recheck_nir_0035,gold,黄金,recheck,C,none,recheck,polished,2.05,0.8884,标称黄金，近红外反射略低，边界样本
qc_silver_fail_contam_0042,silver,白银,fail,C,contamination,quarantine,contaminated,1.35,0.6588,标称白银，表面污染
qc_silver_fail_contam_0021,silver,白银,fail,C,contamination,quarantine,contaminated,1.24,0.6528,标称白银，表面污染
qc_silver_fail_plating_0038,silver,白银,fail,C,plating_risk,quarantine,tarnished,1.34,0.8893,标称白银，疑似镀金/镀银
qc_silver_fail_mismatch_0027,silver,白银,fail,C,material_mismatch,reject,polished,1.17,0.891,标称白银，材质严重不符
qc_gold_recheck_copper_0021,gold,黄金,recheck,C,material_mismatch,recheck,polished,2.43,0.8893,标称黄金，光谱疑似铜色替代
qc_gold_pass_0041,gold,黄金,pass,B,none,release,brushed,2.24,0.9392,标称黄金饰品，产线质检 ROI
qc_gold_recheck_copper_0056,gold,黄金,recheck,C,material_mismatch,recheck,polished,2.08,0.905,标称黄金，光谱疑似铜色替代
qc_silver_pass_0124,silver,白银,pass,B,none,release,brushed,1.07,0.9458,标称白银饰品，产线质检 ROI
qc_gold_pass_0062,gold,黄金,pass,B,none,release,polished,2.26,0.9496,标称黄金饰品，产线质检 ROI
qc_silver_recheck_0029,silver,白银,recheck,C,none,recheck,polished,1.04,0.9121,标称白银，光谱指标边界偏离
qc_gold_recheck_nir_0034,gold,黄金,recheck,C,none,recheck,brushed,2.08,0.8672,标称黄金，近红外反射略低，边界样本
qc_gold_pass_0025,gold,黄金,pass,A,none,release,polished,2.09,0.9288,标称黄金饰品，产线质检 ROI
qc_silver_fail_ox_0035,silver,白银,fail,C,oxidation,reject,oxidized,1.45,0.4052,标称白银，表面氧化严重
qc_gold_fail_contam_0039,gold,黄金,fail,C,contamination,quarantine,contaminated,1.3,0.6636,标称黄金，表面污染
qc_gold_fail_ox_0046,gold,黄金,fail,C,oxidation,reject,oxidized,1.55,0.371,标称黄金，表面氧化发黑
qc_gold_pass_0124,gold,黄金,pass,B,none,release,polished,2.21,0.9365,标称黄金饰品，产线质检 ROI
qc_silver_fail_ox_0039,silver,白银,fail,C,oxidation,reject,oxidized,1.16,0.3929,标称白银，表面氧化严重
